timeperiod,district,object-id,health-centres-count,total-tender-awarded-value,sum-aged-population,sum-young-population,sum-population,avg-electricity,piped-hhds-pct,nosanitation-hhds-pct,workers-affected-pct,pct-ncd,land-surface-temperature,land-surface-temperature-raster,heat-days-score,heat-hazard,exposure,vulnerability,government-response,total-tender-awarded-value-fy-cumsum,topsis-score,heat-risk-score
2021_04,BAJALI,18-799,70,0.0,11822.417,24006.862,318207.019,6.987,6.032,9.753,78.24,4.012,2.0,LST_ASSAM_2021_04.tif,0.167,3.0,2.0,1.0,5.0,0.0,0.277,2.0
2021_05,BAJALI,18-799,70,0.0,11822.417,24006.862,318207.019,6.987,6.032,9.753,78.24,4.012,3.0,LST_ASSAM_2021_05.tif,7.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0
2021_06,BAJALI,18-799,70,0.0,11822.417,24006.862,318207.019,6.987,6.032,9.753,78.24,4.012,5.0,LST_ASSAM_2021_06.tif,14.833,2.0,2.0,1.0,5.0,0.0,0.374,2.0
2021_07,BAJALI,18-799,70,0.0,11822.417,24006.862,318207.019,6.987,6.032,9.753,78.24,4.012,0.0,LST_ASSAM_2021_07.tif,11.0,2.0,2.0,1.0,5.0,0.0,0.374,2.0
2021_08,BAJALI,18-799,70,0.0,11822.417,24006.862,318207.019,6.987,6.032,9.753,78.24,4.012,0.0,LST_ASSAM_2021_08.tif,6.333,2.0,2.0,1.0,5.0,0.0,0.374,2.0
2021_09,BAJALI,18-799,70,0.0,11822.417,24006.862,318207.019,6.987,6.032,9.753,78.24,4.012,3.0,LST_ASSAM_2021_09.tif,9.167,2.0,2.0,1.0,5.0,0.0,0.374,2.0
2021_10,BAJALI,18-799,70,0.0,11822.417,24006.862,318207.019,6.987,6.032,9.753,78.24,4.012,3.0,LST_ASSAM_2021_10.tif,39.333,1.0,2.0,1.0,5.0,0.0,0.304,2.0
2021_11,BAJALI,18-799,70,0.0,11822.417,24006.862,318207.019,6.987,6.032,9.753,78.24,4.012,4.0,LST_ASSAM_2021_11.tif,0.0,3.0,2.0,1.0,5.0,0.0,0.304,2.0
2021_12,BAJALI,18-799,70,0.0,11822.417,24006.862,318207.019,6.987,6.032,9.753,78.24,4.012,5.0,LST_ASSAM_2021_12.tif,0.0,3.0,2.0,1.0,5.0,0.0,0.304,2.0
2022_01,BAJALI,18-799,70,0.0,12223.868,24043.184,320250.36,6.987,6.032,9.753,78.24,4.012,4.0,LST_ASSAM_2022_01.tif,0.0,3.0,2.0,1.0,5.0,0.0,0.304,2.0
